plant_SZ,seed_SZ,GS
CM31,MG13,0.589318381
CM31,NF11,0.836055727
CM31,NM11,0.455164445
CM31,NM21,0.458847356
CM31,PAD11,0.568863396
CM31,PRP11,0.892317729
CM31,SA11,0.39220721
CM31,SA12,0.335604234
CM31,SA21,0.219524231
CM31,SA22,0.193888239
CM31,SA31,0.296046557
CM31,SA32,0.347240991
CM31,SA33,0.322524902
CM31,SA41,0.184328787
CM31,SA42,0.229899548
CM31,SA43,0.213529797
CM31,UBH11,0.589815757
CM31,UBH12,0.662782141
CM31,UBH13,0.680770275
CM31,UF11,0.588042335
CM31,UF12,0.616278248
CM31,UF13,0.565416255
CM31,UF14,0.551587541
CM31,UF15,0.542173907
CM31,UF24,0.452299553
CM31,UF25,0.421284378
CM32,AP11,0.510814563
CM32,BSA11,0.332071363
CM32,BSA12,0.309850227
CM32,CM11,0.457488954
CM32,CM12,0.592565269
CM32,CM13,0.530299851
CM32,CM21,0.669332759
CM32,CM22,0.682359571
CM32,CM23,0.708847508
CM32,CM24,0.773516861
CM32,CM31,0.827134091
CM32,CM32,0.890276763
CM32,CM33,0.854265588
CM32,CM34,0.884666818
CM32,CM35,0.883814029
CM32,CP11,0.91387741
CM32,CP12,0.88352093
CM32,DM11,0.610532226
CM32,DM12,0.762259432
CM32,DM13,0.872077841
CM32,DM21,0.884931917
CM32,DM22,0.928294736
CM32,DM23,0.832428224
CM32,DMG11,0.561079002
CM32,FF11,0.747090867
CM32,FP11,0.691312419
CM32,FP12,0.57279129
CM32,KU11,0.330659185
CM32,LBH11,0.500022292
CM32,LBH12,0.398900501
CM32,LBH13,0.585859709
CM32,LBH14,0.63783717
CM32,LBH15,0.738735363
CM32,LBH16,0.671016335
CM32,LBH21,0.362989339
CM32,LF11,0.76435103
CM32,LF12,0.830813432
CM32,LF13,0.81965974
CM32,LF14,0.80408143
CM32,LF15,0.836639843
CM32,LF21,0.756800647
CM32,LF22,0.752696631
CM32,LF23,0.659942014
